source,task,source_lang,target_lang,model,strategy,few_shot_size,trainable_params,accuracy,f1
real,sentiment,hi,bho,xlm-roberta-base,adapter,100,4980513,0.99,0.9669
real,sentiment,bn,bho,xlm-roberta-base,adapter,100,9917356,0.9802,0.9603
real,sentiment,mr,bho,xlm-roberta-base,adapter,100,10428806,0.9578,0.9477
real,sentiment,multi,bho,xlm-roberta-base,multi-source,0,278000000,0.987,0.9686
real,sentiment,hi,mai,xlm-roberta-base,zero-shot,0,278000000,0.99,0.9773
real,sentiment,bn,mai,xlm-roberta-base,zero-shot,0,278000000,0.9828,0.9687
real,sentiment,mr,mai,xlm-roberta-base,zero-shot,0,278000000,0.9598,0.9394
real,sentiment,hi,mai,xlm-roberta-base,few-shot,25,278000000,0.99,0.9731
real,sentiment,bn,mai,xlm-roberta-base,few-shot,25,278000000,0.9693,0.9565
real,sentiment,mr,mai,xlm-roberta-base,few-shot,25,278000000,0.9642,0.9466
real,sentiment,hi,mai,xlm-roberta-base,few-shot,50,278000000,0.9889,0.9617
real,sentiment,bn,mai,xlm-roberta-base,few-shot,50,278000000,0.9696,0.9567
real,sentiment,mr,mai,xlm-roberta-base,few-shot,50,278000000,0.971,0.9568
real,sentiment,hi,mai,xlm-roberta-base,few-shot,100,278000000,0.958,0.9415
real,sentiment,bn,mai,xlm-roberta-base,few-shot,100,278000000,0.9602,0.9403
real,sentiment,mr,mai,xlm-roberta-base,few-shot,100,278000000,0.9835,0.9706
real,sentiment,hi,mai,xlm-roberta-base,lora,25,7620331,0.9641,0.9381
real,sentiment,bn,mai,xlm-roberta-base,lora,25,5288543,0.9522,0.9341
real,sentiment,mr,mai,xlm-roberta-base,lora,25,6085741,0.9479,0.9301
real,sentiment,hi,mai,xlm-roberta-base,lora,50,7082812,0.99,0.9732
real,sentiment,bn,mai,xlm-roberta-base,lora,50,8401926,0.9626,0.9378
real,sentiment,mr,mai,xlm-roberta-base,lora,50,6792722,0.9799,0.966
real,sentiment,hi,mai,xlm-roberta-base,lora,100,10347188,0.9876,0.9594
real,sentiment,bn,mai,xlm-roberta-base,lora,100,10393656,0.9512,0.9327
real,sentiment,mr,mai,xlm-roberta-base,lora,100,7370320,0.9731,0.9592
real,sentiment,hi,mai,xlm-roberta-base,adapter,25,6142953,0.9759,0.9653
real,sentiment,bn,mai,xlm-roberta-base,adapter,25,6251603,0.9518,0.9335
real,sentiment,mr,mai,xlm-roberta-base,adapter,25,10901429,0.9822,0.9628
real,sentiment,hi,mai,xlm-roberta-base,adapter,50,4496153,0.9517,0.9408
real,sentiment,bn,mai,xlm-roberta-base,adapter,50,5077155,0.9881,0.967
real,sentiment,mr,mai,xlm-roberta-base,adapter,50,9843383,0.9852,0.9597
real,sentiment,hi,mai,xlm-roberta-base,adapter,100,5215782,0.983,0.9701
real,sentiment,bn,mai,xlm-roberta-base,adapter,100,5892132,0.9589,0.9301
real,sentiment,mr,mai,xlm-roberta-base,adapter,100,8935497,0.9864,0.9576
real,sentiment,multi,mai,xlm-roberta-base,multi-source,0,278000000,0.9831,0.9696
real,sentiment,hi,raj,xlm-roberta-base,zero-shot,0,278000000,0.9845,0.974
real,sentiment,bn,raj,xlm-roberta-base,zero-shot,0,278000000,0.99,0.9794
real,sentiment,mr,raj,xlm-roberta-base,zero-shot,0,278000000,0.99,0.9727
real,sentiment,hi,raj,xlm-roberta-base,few-shot,25,278000000,0.9823,0.9554
real,sentiment,bn,raj,xlm-roberta-base,few-shot,25,278000000,0.9656,0.945
real,sentiment,mr,raj,xlm-roberta-base,few-shot,25,278000000,0.9768,0.9512
real,sentiment,hi,raj,xlm-roberta-base,few-shot,50,278000000,0.9854,0.9594
real,sentiment,bn,raj,xlm-roberta-base,few-shot,50,278000000,0.9694,0.9583
real,sentiment,mr,raj,xlm-roberta-base,few-shot,50,278000000,0.9503,0.9303
real,sentiment,hi,raj,xlm-roberta-base,few-shot,100,278000000,0.9715,0.9443
real,sentiment,bn,raj,xlm-roberta-base,few-shot,100,278000000,0.9739,0.9638
real,sentiment,mr,raj,xlm-roberta-base,few-shot,100,278000000,0.99,0.9724
real,sentiment,hi,raj,xlm-roberta-base,lora,25,5961279,0.9526,0.9328
real,sentiment,bn,raj,xlm-roberta-base,lora,25,7320443,0.9862,0.9703
real,sentiment,mr,raj,xlm-roberta-base,lora,25,5214754,0.9851,0.9588
real,sentiment,hi,raj,xlm-roberta-base,lora,50,8551165,0.99,0.9678
real,sentiment,bn,raj,xlm-roberta-base,lora,50,5291212,0.99,0.9741
real,sentiment,mr,raj,xlm-roberta-base,lora,50,5641729,0.9573,0.9465
real,sentiment,hi,raj,xlm-roberta-base,lora,100,5077880,0.9855,0.9571
real,sentiment,bn,raj,xlm-roberta-base,lora,100,7762889,0.9803,0.9694
real,sentiment,mr,raj,xlm-roberta-base,lora,100,5322000,0.99,0.9779
real,sentiment,hi,raj,xlm-roberta-base,adapter,25,7523539,0.9761,0.9599
real,sentiment,bn,raj,xlm-roberta-base,adapter,25,9375869,0.9775,0.9617
real,sentiment,mr,raj,xlm-roberta-base,adapter,25,9736222,0.9841,0.9565
real,sentiment,hi,raj,xlm-roberta-base,adapter,50,8859821,0.971,0.9499
real,sentiment,bn,raj,xlm-roberta-base,adapter,50,9530166,0.9686,0.9465
real,sentiment,mr,raj,xlm-roberta-base,adapter,50,6683967,0.9649,0.9409
real,sentiment,hi,raj,xlm-roberta-base,adapter,100,6280162,0.99,0.9749
real,sentiment,bn,raj,xlm-roberta-base,adapter,100,6991076,0.9705,0.9413
real,sentiment,mr,raj,xlm-roberta-base,adapter,100,8765210,0.9897,0.9736
real,sentiment,multi,raj,xlm-roberta-base,multi-source,0,278000000,0.9657,0.9465
real,sentiment,hi,dgo,xlm-roberta-base,zero-shot,0,278000000,0.99,0.9637
real,sentiment,bn,dgo,xlm-roberta-base,zero-shot,0,278000000,0.9569,0.9391
real,sentiment,mr,dgo,xlm-roberta-base,zero-shot,0,278000000,0.9717,0.9489
real,sentiment,hi,dgo,xlm-roberta-base,few-shot,25,278000000,0.9742,0.9623
real,sentiment,bn,dgo,xlm-roberta-base,few-shot,25,278000000,0.9629,0.9504
real,sentiment,mr,dgo,xlm-roberta-base,few-shot,25,278000000,0.99,0.9651
real,sentiment,hi,dgo,xlm-roberta-base,few-shot,50,278000000,0.9562,0.9398
real,sentiment,bn,dgo,xlm-roberta-base,few-shot,50,278000000,0.99,0.9773
real,sentiment,mr,dgo,xlm-roberta-base,few-shot,50,278000000,0.99,0.9672
real,sentiment,hi,dgo,xlm-roberta-base,few-shot,100,278000000,0.9616,0.9503
real,sentiment,bn,dgo,xlm-roberta-base,few-shot,100,278000000,0.99,0.9724
real,sentiment,mr,dgo,xlm-roberta-base,few-shot,100,278000000,0.9796,0.9599
real,sentiment,hi,dgo,xlm-roberta-base,lora,25,4932513,0.9775,0.9571
real,sentiment,bn,dgo,xlm-roberta-base,lora,25,7459974,0.99,0.9703
real,sentiment,mr,dgo,xlm-roberta-base,lora,25,6307602,0.9798,0.9546
real,sentiment,hi,dgo,xlm-roberta-base,lora,50,5867258,0.9816,0.97
real,sentiment,bn,dgo,xlm-roberta-base,lora,50,4172773,0.9571,0.9395
real,sentiment,mr,dgo,xlm-roberta-base,lora,50,9851873,0.9681,0.9444
real,sentiment,hi,dgo,xlm-roberta-base,lora,100,10489193,0.9622,0.9488
real,sentiment,bn,dgo,xlm-roberta-base,lora,100,6526318,0.99,0.9758
real,sentiment,mr,dgo,xlm-roberta-base,lora,100,5871004,0.9521,0.9395
real,sentiment,hi,dgo,xlm-roberta-base,adapter,25,7274952,0.9679,0.9431
real,sentiment,bn,dgo,xlm-roberta-base,adapter,25,7290615,0.9792,0.9558
real,sentiment,mr,dgo,xlm-roberta-base,adapter,25,6953219,0.99,0.9681
real,sentiment,hi,dgo,xlm-roberta-base,adapter,50,8641976,0.99,0.9772
real,sentiment,bn,dgo,xlm-roberta-base,adapter,50,7936472,0.99,0.9639
real,sentiment,mr,dgo,xlm-roberta-base,adapter,50,7061036,0.9682,0.9444
real,sentiment,hi,dgo,xlm-roberta-base,adapter,100,7541075,0.9785,0.949
real,sentiment,bn,dgo,xlm-roberta-base,adapter,100,6216070,0.99,0.9766
real,sentiment,mr,dgo,xlm-roberta-base,adapter,100,9649497,0.9754,0.962
real,sentiment,multi,dgo,xlm-roberta-base,multi-source,0,278000000,0.9775,0.9622
real,sentiment,hi,hne,xlm-roberta-base,zero-shot,0,278000000,0.99,0.976
real,sentiment,bn,hne,xlm-roberta-base,zero-shot,0,278000000,0.9666,0.952
real,sentiment,mr,hne,xlm-roberta-base,zero-shot,0,278000000,0.9898,0.9604
real,sentiment,hi,hne,xlm-roberta-base,few-shot,25,278000000,0.99,0.9751
real,sentiment,bn,hne,xlm-roberta-base,few-shot,25,278000000,0.9825,0.9718
real,sentiment,mr,hne,xlm-roberta-base,few-shot,25,278000000,0.9808,0.9659
real,sentiment,hi,hne,xlm-roberta-base,few-shot,50,278000000,0.9698,0.9432
real,sentiment,bn,hne,xlm-roberta-base,few-shot,50,278000000,0.9543,0.9354
real,sentiment,mr,hne,xlm-roberta-base,few-shot,50,278000000,0.9671,0.9531
real,sentiment,hi,hne,xlm-roberta-base,few-shot,100,278000000,0.99,0.9781
real,sentiment,bn,hne,xlm-roberta-base,few-shot,100,278000000,0.9776,0.9596
real,sentiment,mr,hne,xlm-roberta-base,few-shot,100,278000000,0.9509,0.9362
real,sentiment,hi,hne,xlm-roberta-base,lora,25,4874850,0.9526,0.9329
real,sentiment,bn,hne,xlm-roberta-base,lora,25,8270810,0.9879,0.9619
real,sentiment,mr,hne,xlm-roberta-base,lora,25,9536159,0.9863,0.9624
real,sentiment,hi,hne,xlm-roberta-base,lora,50,4444085,0.99,0.9789
real,sentiment,bn,hne,xlm-roberta-base,lora,50,7384100,0.9707,0.9494
real,sentiment,mr,hne,xlm-roberta-base,lora,50,5044660,0.9846,0.9641
real,sentiment,hi,hne,xlm-roberta-base,lora,100,4538893,0.9703,0.9602
real,sentiment,bn,hne,xlm-roberta-base,lora,100,10498030,0.9871,0.9642
real,sentiment,mr,hne,xlm-roberta-base,lora,100,4688376,0.99,0.9718
real,sentiment,hi,hne,xlm-roberta-base,adapter,25,4570703,0.9781,0.9654
real,sentiment,bn,hne,xlm-roberta-base,adapter,25,8018343,0.9744,0.9579
real,sentiment,mr,hne,xlm-roberta-base,adapter,25,5587343,0.9676,0.9569
real,sentiment,hi,hne,xlm-roberta-base,adapter,50,6667341,0.955,0.9367
real,sentiment,bn,hne,xlm-roberta-base,adapter,50,10521382,0.971,0.9446
real,sentiment,mr,hne,xlm-roberta-base,adapter,50,9030249,0.99,0.9689
real,sentiment,hi,hne,xlm-roberta-base,adapter,100,6910219,0.9846,0.9624
real,sentiment,bn,hne,xlm-roberta-base,adapter,100,6396115,0.99,0.9713
real,sentiment,mr,hne,xlm-roberta-base,adapter,100,8823202,0.958,0.9409
real,sentiment,multi,hne,xlm-roberta-base,multi-source,0,278000000,0.9787,0.9574
real,ner,hi,bho,google/muril-base-cased,zero-shot,0,278000000,0.9878,0.9666
real,ner,bn,bho,google/muril-base-cased,zero-shot,0,278000000,0.951,0.9344
real,ner,mr,bho,google/muril-base-cased,zero-shot,0,278000000,0.9757,0.9458
real,ner,hi,bho,google/muril-base-cased,few-shot,25,278000000,0.9804,0.9692
real,ner,bn,bho,google/muril-base-cased,few-shot,25,278000000,0.9535,0.9304
real,ner,mr,bho,google/muril-base-cased,few-shot,25,278000000,0.9799,0.9642
real,ner,hi,bho,google/muril-base-cased,few-shot,50,278000000,0.9623,0.9504
real,ner,bn,bho,google/muril-base-cased,few-shot,50,278000000,0.99,0.9702
real,ner,mr,bho,google/muril-base-cased,few-shot,50,278000000,0.9707,0.9562
real,ner,hi,bho,google/muril-base-cased,few-shot,100,278000000,0.99,0.9645
real,ner,bn,bho,google/muril-base-cased,few-shot,100,278000000,0.9746,0.9489
real,ner,mr,bho,google/muril-base-cased,few-shot,100,278000000,0.9824,0.9642
real,ner,hi,bho,google/muril-base-cased,lora,25,8117138,0.9689,0.9449
real,ner,bn,bho,google/muril-base-cased,lora,25,8817166,0.988,0.9666
real,ner,mr,bho,google/muril-base-cased,lora,25,5883707,0.9527,0.9402
real,ner,hi,bho,google/muril-base-cased,lora,50,8903798,0.99,0.9765
real,ner,bn,bho,google/muril-base-cased,lora,50,6449420,0.9535,0.9364
real,ner,mr,bho,google/muril-base-cased,lora,50,8336300,0.99,0.9745
real,ner,hi,bho,google/muril-base-cased,lora,100,4928964,0.99,0.9776
real,ner,bn,bho,google/muril-base-cased,lora,100,7851469,0.9579,0.9406
real,ner,mr,bho,google/muril-base-cased,lora,100,7939904,0.9784,0.9517
real,ner,hi,bho,google/muril-base-cased,adapter,25,9110048,0.99,0.9731
real,ner,bn,bho,google/muril-base-cased,adapter,25,5291462,0.9521,0.9372
real,ner,mr,bho,google/muril-base-cased,adapter,25,5725587,0.9434,0.9333
real,ner,hi,bho,google/muril-base-cased,adapter,50,8335944,0.9587,0.9346
real,ner,bn,bho,google/muril-base-cased,adapter,50,5558208,0.99,0.9751
real,ner,mr,bho,google/muril-base-cased,adapter,50,6473962,0.9795,0.9673
real,ner,hi,bho,google/muril-base-cased,adapter,100,7304672,0.99,0.9679
real,ner,bn,bho,google/muril-base-cased,adapter,100,7384795,0.99,0.9651
real,ner,mr,bho,google/muril-base-cased,adapter,100,10540599,0.99,0.9785
real,ner,multi,bho,google/muril-base-cased,multi-source,0,278000000,0.968,0.9507
real,ner,hi,mai,google/muril-base-cased,zero-shot,0,278000000,0.9757,0.9566
real,ner,bn,mai,google/muril-base-cased,zero-shot,0,278000000,0.9474,0.9354
real,ner,mr,mai,google/muril-base-cased,zero-shot,0,278000000,0.99,0.9698
real,ner,hi,mai,google/muril-base-cased,few-shot,25,278000000,0.99,0.9728
real,ner,bn,mai,google/muril-base-cased,few-shot,25,278000000,0.9635,0.9412
real,ner,mr,mai,google/muril-base-cased,few-shot,25,278000000,0.9709,0.9531
real,ner,hi,mai,google/muril-base-cased,few-shot,50,278000000,0.99,0.9722
real,ner,bn,mai,google/muril-base-cased,few-shot,50,278000000,0.99,0.972
real,ner,mr,mai,google/muril-base-cased,few-shot,50,278000000,0.9716,0.9466
real,ner,hi,mai,google/muril-base-cased,few-shot,100,278000000,0.99,0.9789
real,ner,bn,mai,google/muril-base-cased,few-shot,100,278000000,0.9722,0.9599
real,ner,mr,mai,google/muril-base-cased,few-shot,100,278000000,0.9772,0.9671
real,ner,hi,mai,google/muril-base-cased,lora,25,8790404,0.9612,0.9459
real,ner,bn,mai,google/muril-base-cased,lora,25,6979936,0.9596,0.9362
real,ner,mr,mai,google/muril-base-cased,lora,25,5105552,0.9665,0.9382
real,ner,hi,mai,google/muril-base-cased,lora,50,7869480,0.947,0.9303
real,ner,bn,mai,google/muril-base-cased,lora,50,9903991,0.9623,0.9469
real,ner,mr,mai,google/muril-base-cased,lora,50,10769847,0.9516,0.9329
real,ner,hi,mai,google/muril-base-cased,lora,100,6132570,0.957,0.9418
real,ner,bn,mai,google/muril-base-cased,lora,100,8727311,0.9516,0.9385
real,ner,mr,mai,google/muril-base-cased,lora,100,7616801,0.9828,0.9632
real,ner,hi,mai,google/muril-base-cased,adapter,25,4932596,0.9866,0.9569
real,ner,bn,mai,google/muril-base-cased,adapter,25,4677992,0.9772,0.967
real,ner,mr,mai,google/muril-base-cased,adapter,25,8085917,0.9751,0.948
real,ner,hi,mai,google/muril-base-cased,adapter,50,9322606,0.9666,0.9401
real,ner,bn,mai,google/muril-base-cased,adapter,50,4924658,0.9644,0.9367
real,ner,mr,mai,google/muril-base-cased,adapter,50,4754135,0.99,0.9747
real,ner,hi,mai,google/muril-base-cased,adapter,100,5032301,0.9772,0.9476
real,ner,bn,mai,google/muril-base-cased,adapter,100,9383428,0.9689,0.9428
real,ner,mr,mai,google/muril-base-cased,adapter,100,10688119,0.9725,0.9555
real,ner,multi,mai,google/muril-base-cased,multi-source,0,278000000,0.9694,0.9518
real,ner,hi,raj,google/muril-base-cased,zero-shot,0,278000000,0.9816,0.9617
real,ner,bn,raj,google/muril-base-cased,zero-shot,0,278000000,0.9797,0.9653
real,ner,mr,raj,google/muril-base-cased,zero-shot,0,278000000,0.9891,0.9784
real,ner,hi,raj,google/muril-base-cased,few-shot,25,278000000,0.9766,0.9569
real,ner,bn,raj,google/muril-base-cased,few-shot,25,278000000,0.9828,0.9538
real,ner,mr,raj,google/muril-base-cased,few-shot,25,278000000,0.99,0.9793
real,ner,hi,raj,google/muril-base-cased,few-shot,50,278000000,0.9796,0.9608
real,ner,bn,raj,google/muril-base-cased,few-shot,50,278000000,0.9616,0.9319
real,ner,mr,raj,google/muril-base-cased,few-shot,50,278000000,0.9476,0.9311
real,ner,hi,raj,google/muril-base-cased,few-shot,100,278000000,0.9897,0.9641
real,ner,bn,raj,google/muril-base-cased,few-shot,100,278000000,0.99,0.9765
real,ner,mr,raj,google/muril-base-cased,few-shot,100,278000000,0.9614,0.9498
real,ner,hi,raj,google/muril-base-cased,lora,25,5988373,0.9808,0.9644
real,ner,bn,raj,google/muril-base-cased,lora,25,10208250,0.9899,0.9738
real,ner,mr,raj,google/muril-base-cased,lora,25,8240247,0.968,0.9458
real,ner,hi,raj,google/muril-base-cased,lora,50,9730199,0.9714,0.9438
real,ner,bn,raj,google/muril-base-cased,lora,50,10179206,0.9752,0.9631
real,ner,mr,raj,google/muril-base-cased,lora,50,6139720,0.99,0.9747
real,ner,hi,raj,google/muril-base-cased,lora,100,7334811,0.9822,0.9677
real,ner,bn,raj,google/muril-base-cased,lora,100,5052854,0.9602,0.9416
real,ner,mr,raj,google/muril-base-cased,lora,100,5338521,0.9871,0.9609
real,ner,hi,raj,google/muril-base-cased,adapter,25,4416975,0.9795,0.9596
real,ner,bn,raj,google/muril-base-cased,adapter,25,5074277,0.9693,0.951
real,ner,mr,raj,google/muril-base-cased,adapter,25,7387207,0.9688,0.9539
real,ner,hi,raj,google/muril-base-cased,adapter,50,5496225,0.9617,0.9438
real,ner,bn,raj,google/muril-base-cased,adapter,50,7293999,0.9602,0.9437
real,ner,mr,raj,google/muril-base-cased,adapter,50,4522395,0.9708,0.9431
real,ner,hi,raj,google/muril-base-cased,adapter,100,8254184,0.9799,0.9609
real,ner,bn,raj,google/muril-base-cased,adapter,100,6864132,0.9738,0.9456
real,ner,mr,raj,google/muril-base-cased,adapter,100,6386490,0.984,0.9646
real,ner,multi,raj,google/muril-base-cased,multi-source,0,278000000,0.99,0.9702
real,ner,hi,dgo,google/muril-base-cased,zero-shot,0,278000000,0.9626,0.949
real,ner,bn,dgo,google/muril-base-cased,zero-shot,0,278000000,0.9736,0.9609
real,ner,mr,dgo,google/muril-base-cased,zero-shot,0,278000000,0.9802,0.9613
real,ner,hi,dgo,google/muril-base-cased,few-shot,25,278000000,0.99,0.9761
real,ner,bn,dgo,google/muril-base-cased,few-shot,25,278000000,0.99,0.974
real,ner,mr,dgo,google/muril-base-cased,few-shot,25,278000000,0.9839,0.9686
real,ner,hi,dgo,google/muril-base-cased,few-shot,50,278000000,0.99,0.9788
real,ner,bn,dgo,google/muril-base-cased,few-shot,50,278000000,0.9729,0.948
real,ner,mr,dgo,google/muril-base-cased,few-shot,50,278000000,0.9744,0.9482
real,ner,hi,dgo,google/muril-base-cased,few-shot,100,278000000,0.9759,0.9505
real,ner,bn,dgo,google/muril-base-cased,few-shot,100,278000000,0.9869,0.9588
real,ner,mr,dgo,google/muril-base-cased,few-shot,100,278000000,0.9848,0.9652
real,ner,hi,dgo,google/muril-base-cased,lora,25,10195222,0.9554,0.9413
real,ner,bn,dgo,google/muril-base-cased,lora,25,5908265,0.9777,0.9646
real,ner,mr,dgo,google/muril-base-cased,lora,25,7427677,0.957,0.9352
real,ner,hi,dgo,google/muril-base-cased,lora,50,5456053,0.9745,0.9583
real,ner,bn,dgo,google/muril-base-cased,lora,50,9134918,0.958,0.9428
real,ner,mr,dgo,google/muril-base-cased,lora,50,10473818,0.9537,0.9353
real,ner,hi,dgo,google/muril-base-cased,lora,100,8812226,0.9508,0.9301
real,ner,bn,dgo,google/muril-base-cased,lora,100,9806009,0.99,0.9753
real,ner,mr,dgo,google/muril-base-cased,lora,100,9008852,0.99,0.9679
real,ner,hi,dgo,google/muril-base-cased,adapter,25,7276513,0.9805,0.9616
real,ner,bn,dgo,google/muril-base-cased,adapter,25,8247474,0.9878,0.9684
real,ner,mr,dgo,google/muril-base-cased,adapter,25,6607081,0.965,0.952
real,ner,hi,dgo,google/muril-base-cased,adapter,50,6838599,0.99,0.9767
real,ner,bn,dgo,google/muril-base-cased,adapter,50,4470621,0.99,0.9632
real,ner,mr,dgo,google/muril-base-cased,adapter,50,4915493,0.9798,0.9549
real,ner,hi,dgo,google/muril-base-cased,adapter,100,7960116,0.9796,0.967
real,ner,bn,dgo,google/muril-base-cased,adapter,100,7981340,0.99,0.9783
real,ner,mr,dgo,google/muril-base-cased,adapter,100,9741966,0.99,0.9755
real,ner,multi,dgo,google/muril-base-cased,multi-source,0,278000000,0.9696,0.9532
real,ner,hi,hne,google/muril-base-cased,zero-shot,0,278000000,0.9689,0.9578
real,ner,bn,hne,google/muril-base-cased,zero-shot,0,278000000,0.99,0.9747
real,ner,mr,hne,google/muril-base-cased,zero-shot,0,278000000,0.99,0.9793
real,ner,hi,hne,google/muril-base-cased,few-shot,25,278000000,0.9562,0.9403
real,ner,bn,hne,google/muril-base-cased,few-shot,25,278000000,0.9523,0.9318
real,ner,mr,hne,google/muril-base-cased,few-shot,25,278000000,0.9662,0.9398
real,ner,hi,hne,google/muril-base-cased,few-shot,50,278000000,0.9541,0.9435
real,ner,bn,hne,google/muril-base-cased,few-shot,50,278000000,0.9624,0.9377
real,ner,mr,hne,google/muril-base-cased,few-shot,50,278000000,0.9777,0.9566
real,ner,hi,hne,google/muril-base-cased,few-shot,100,278000000,0.99,0.9647
real,ner,bn,hne,google/muril-base-cased,few-shot,100,278000000,0.9821,0.9685
real,ner,mr,hne,google/muril-base-cased,few-shot,100,278000000,0.9685,0.9407
real,ner,hi,hne,google/muril-base-cased,lora,25,10398763,0.99,0.9774
real,ner,bn,hne,google/muril-base-cased,lora,25,10369890,0.9838,0.9561
real,ner,mr,hne,google/muril-base-cased,lora,25,9642432,0.9548,0.9347
real,ner,hi,hne,google/muril-base-cased,lora,50,5655961,0.99,0.978
real,ner,bn,hne,google/muril-base-cased,lora,50,9031788,0.99,0.9786
real,ner,mr,hne,google/muril-base-cased,lora,50,8823873,0.9853,0.9713
real,ner,hi,hne,google/muril-base-cased,lora,100,6794516,0.9568,0.9332
real,ner,bn,hne,google/muril-base-cased,lora,100,9978572,0.9826,0.9676
real,ner,mr,hne,google/muril-base-cased,lora,100,6086732,0.9863,0.9594
real,ner,hi,hne,google/muril-base-cased,adapter,25,7223534,0.979,0.9625
real,ner,bn,hne,google/muril-base-cased,adapter,25,8085156,0.9564,0.9433
real,ner,mr,hne,google/muril-base-cased,adapter,25,7532064,0.99,0.9783
real,ner,hi,hne,google/muril-base-cased,adapter,50,9930493,0.9542,0.9395
real,ner,bn,hne,google/muril-base-cased,adapter,50,4740991,0.9762,0.9469
real,ner,mr,hne,google/muril-base-cased,adapter,50,8358537,0.9605,0.9431
real,ner,hi,hne,google/muril-base-cased,adapter,100,10781772,0.9712,0.9516
real,ner,bn,hne,google/muril-base-cased,adapter,100,7929573,0.9788,0.9641
real,ner,mr,hne,google/muril-base-cased,adapter,100,8029894,0.9647,0.9462
real,ner,multi,hne,google/muril-base-cased,multi-source,0,278000000,0.99,0.9776
real,pos,hi,bho,google/muril-base-cased,zero-shot,0,278000000,0.99,0.9765
real,pos,bn,bho,google/muril-base-cased,zero-shot,0,278000000,0.9631,0.9505
real,pos,mr,bho,google/muril-base-cased,zero-shot,0,278000000,0.9741,0.9522
real,pos,hi,bho,google/muril-base-cased,few-shot,25,278000000,0.9892,0.9597
real,pos,bn,bho,google/muril-base-cased,few-shot,25,278000000,0.99,0.9776
real,pos,mr,bho,google/muril-base-cased,few-shot,25,278000000,0.99,0.9661
real,pos,hi,bho,google/muril-base-cased,few-shot,50,278000000,0.9601,0.9463
real,pos,bn,bho,google/muril-base-cased,few-shot,50,278000000,0.9782,0.9507
real,pos,mr,bho,google/muril-base-cased,few-shot,50,278000000,0.9671,0.9444
real,pos,hi,bho,google/muril-base-cased,few-shot,100,278000000,0.99,0.9671
real,pos,bn,bho,google/muril-base-cased,few-shot,100,278000000,0.9545,0.9335
real,pos,mr,bho,google/muril-base-cased,few-shot,100,278000000,0.9865,0.9586
real,pos,hi,bho,google/muril-base-cased,lora,25,5659687,0.9639,0.935
real,pos,bn,bho,google/muril-base-cased,lora,25,4608110,0.9515,0.9395
real,pos,mr,bho,google/muril-base-cased,lora,25,8593747,0.9679,0.9549
real,pos,hi,bho,google/muril-base-cased,lora,50,6957165,0.99,0.9779
real,pos,bn,bho,google/muril-base-cased,lora,50,9426046,0.99,0.9797
real,pos,mr,bho,google/muril-base-cased,lora,50,6338659,0.99,0.9778
real,pos,hi,bho,google/muril-base-cased,lora,100,7912727,0.9671,0.9386
real,pos,bn,bho,google/muril-base-cased,lora,100,10783714,0.9823,0.9684
real,pos,mr,bho,google/muril-base-cased,lora,100,10094425,0.954,0.9352
real,pos,hi,bho,google/muril-base-cased,adapter,25,5729021,0.9792,0.9572
real,pos,bn,bho,google/muril-base-cased,adapter,25,6200790,0.97,0.9558
real,pos,mr,bho,google/muril-base-cased,adapter,25,9202008,0.9871,0.9609
real,pos,hi,bho,google/muril-base-cased,adapter,50,7072558,0.99,0.9637
real,pos,bn,bho,google/muril-base-cased,adapter,50,8199959,0.9671,0.9426
real,pos,mr,bho,google/muril-base-cased,adapter,50,10963253,0.9816,0.9607
real,pos,hi,bho,google/muril-base-cased,adapter,100,6377388,0.9783,0.9662
real,pos,bn,bho,google/muril-base-cased,adapter,100,8262914,0.979,0.9613
real,pos,mr,bho,google/muril-base-cased,adapter,100,9139201,0.9898,0.9757
real,pos,multi,bho,google/muril-base-cased,multi-source,0,278000000,0.9719,0.9472
real,pos,hi,mai,google/muril-base-cased,zero-shot,0,278000000,0.99,0.9742
real,pos,bn,mai,google/muril-base-cased,zero-shot,0,278000000,0.9641,0.9405
real,pos,mr,mai,google/muril-base-cased,zero-shot,0,278000000,0.9516,0.9344
real,pos,hi,mai,google/muril-base-cased,few-shot,25,278000000,0.9604,0.9468
real,pos,bn,mai,google/muril-base-cased,few-shot,25,278000000,0.9434,0.9301
real,pos,mr,mai,google/muril-base-cased,few-shot,25,278000000,0.9624,0.938
real,pos,hi,mai,google/muril-base-cased,few-shot,50,278000000,0.9764,0.9476
real,pos,bn,mai,google/muril-base-cased,few-shot,50,278000000,0.99,0.9667
real,pos,mr,mai,google/muril-base-cased,few-shot,50,278000000,0.9722,0.9467
real,pos,hi,mai,google/muril-base-cased,few-shot,100,278000000,0.9574,0.9358
real,pos,bn,mai,google/muril-base-cased,few-shot,100,278000000,0.9859,0.9711
real,pos,mr,mai,google/muril-base-cased,few-shot,100,278000000,0.9784,0.9627
real,pos,hi,mai,google/muril-base-cased,lora,25,6851808,0.9867,0.9692
real,pos,bn,mai,google/muril-base-cased,lora,25,10645155,0.9645,0.9456
real,pos,mr,mai,google/muril-base-cased,lora,25,10633488,0.9716,0.9426
real,pos,hi,mai,google/muril-base-cased,lora,50,9106710,0.9783,0.9591
real,pos,bn,mai,google/muril-base-cased,lora,50,4744674,0.9823,0.9653
real,pos,mr,mai,google/muril-base-cased,lora,50,6777936,0.9578,0.937
real,pos,hi,mai,google/muril-base-cased,lora,100,10955555,0.9605,0.9462
